city.title,country.title,N
Stary Pochaev,Ukraine,185
Kutsurub,Ukraine,185
Zavadov,Ukraine,185
Gannopol,Ukraine,185
Yekaterinburg,Ukraine,185
Geroyskoe,Ukraine,185
Velikaya Kamenka,Ukraine,185
Kadobna,Ukraine,185
Salnik,Ukraine,185
Lashkovka,Ukraine,185
Zhelyabovka,Ukraine,185
Evsug,Ukraine,184
Zhukovka,Ukraine,184
Peski-Radkovskie,Ukraine,184
Ponikovitsa,Ukraine,184
Suvorovskoe,Ukraine,184
Napadovka,Ukraine,184
Vodyanskoe,Ukraine,184
Stary Lisets,Ukraine,184
Fitkov,Ukraine,183
Stebnoe,Ukraine,183
Yablonka,Ukraine,183
Dobrovolye,Ukraine,183
Korobchino,Ukraine,183
Misaylovka,Ukraine,183
Yagnyatin,Ukraine,183
Topolnoe,Ukraine,183
Smordva,Ukraine,182
Kolinkovtsy,Ukraine,182
Komsomolsky,Ukraine,182
Rakov,Ukraine,182
Kavuny,Ukraine,182
Scherbani,Ukraine,182
Belichye Zolotoe,Ukraine,182
Yagelnitsa,Ukraine,182
Shegini,Ukraine,182
Strumok,Ukraine,181
Abazovka,Ukraine,181
Stary Chertoriysk,Ukraine,181
Vozilov,Ukraine,181
Topoli,Ukraine,181
Trokovichi,Ukraine,181
Postoynoe,Ukraine,181
Gordeevka,Ukraine,180
Bezlyudovka,Ukraine,180
Krasnopol,Ukraine,180
Viktorovka,Ukraine,180
Turi-Remety,Ukraine,180
Lugovoe,Ukraine,180
Osovtsy,Ukraine,180
Chereshenka,Ukraine,180
Sekretarka,Ukraine,180
Zvanovka,Ukraine,180
Stary Merchik,Ukraine,180
Chernorudka,Ukraine,180
Klivodin,Ukraine,180
Novy Bykov,Ukraine,180
Balaklava,Ukraine,180
Zabolotnoe,Ukraine,179
Dibrovka,Ukraine,179
Nelipino,Ukraine,179
Olishevka,Ukraine,179
Sukhodoly,Ukraine,179
Kucha,Ukraine,178
Velikoalexandrovka,Ukraine,178
Malaya Alexandrovka,Ukraine,178
Gadinkovtsy,Ukraine,178
Irsha,Ukraine,178
Malaya Glusha,Ukraine,178
Dmitrashkovka,Ukraine,178
Grubna,Ukraine,178
Kazan,Ukraine,178
Slavnoe,Ukraine,178
Zarubintsy,Ukraine,178
Lozovataya,Ukraine,178
Orlik,Ukraine,177
Mogilevka,Ukraine,177
Kanonichi,Ukraine,177
Borovitsa,Ukraine,177
Yakhniki,Ukraine,177
Chernivody,Ukraine,177
Perebykovtsy,Ukraine,177
Pilyava,Ukraine,177
Levkov,Ukraine,177
Vitvitsa,Ukraine,176
Parutino,Ukraine,176
Slout,Ukraine,176
Chunkov,Ukraine,176
Kapustintsy,Ukraine,176
Sidorov,Ukraine,176
Grushov,Ukraine,176
Tovmachik,Ukraine,176
Rusanov,Ukraine,176
Stavnoe,Ukraine,176
Boratin,Ukraine,176
Altynovka,Ukraine,175
Desantnoe,Ukraine,175
Begun,Ukraine,175
Ilinka,Ukraine,175
Nizy,Ukraine,175
Boremel,Ukraine,175
Tishkovtsy,Ukraine,175
Obukhovka / Kirovskoe,Ukraine,175
Gopchitsa,Ukraine,175
Ardanovo,Ukraine,174
Krasnostavtsy,Ukraine,174
Mirnopolye,Ukraine,174
Ilinetskoe,Ukraine,174
Gremyach,Ukraine,174
Vysoky,Ukraine,174
Velikaya Snitinka,Ukraine,174
Mikhaylyuchka,Ukraine,174
Novostavtsy,Ukraine,174
Solnechnaya Dolina,Ukraine,174
Zarechanka,Ukraine,174
Borochichye,Ukraine,174
Chemer,Ukraine,173
Novoborisovka,Ukraine,173
Ustechko,Ukraine,173
Kalna,Ukraine,173
Pologi selo,Ukraine,173
Kolchugino,Ukraine,173
Davydkovtsy,Ukraine,173
Obarov,Ukraine,173
Zozov,Ukraine,173
Motovilovka / Chervonaya Motovilovka,Ukraine,172
Virishalnoe,Ukraine,172
Tkhorin,Ukraine,172
Kasperovtsy,Ukraine,172
Yasnogorka,Ukraine,172
Krutki,Ukraine,172
Zherdya,Ukraine,172
Slobodische,Ukraine,171
Rodnikovka,Ukraine,171
Stakhanovka,Ukraine,171
Tagancha,Ukraine,171
Perebrody,Ukraine,171
Lychkovo,Ukraine,171
Novodmitrovka,Ukraine,171
Solovichi,Ukraine,171
Grozintsy,Ukraine,171
Yaski,Ukraine,171
Tsir,Ukraine,171
Bannovka,Ukraine,171
Velikiy Khutor,Ukraine,171
Dolinovka,Ukraine,171
Kavskoe,Ukraine,171
Ryabina,Ukraine,171
Rashkov,Ukraine,171
Nikolaev Zhovtnevy,Ukraine,170
Rechka,Ukraine,170
Muzhilov,Ukraine,170
Nesteryanka,Ukraine,170
Okno,Ukraine,170
Verchani,Ukraine,170
Vysshetarasovka,Ukraine,170
Putevaya,Ukraine,169
Leshnya,Ukraine,169
Mankov,Ukraine,169
Gornoe,Ukraine,169
Dubievka,Ukraine,169
Babchintsy,Ukraine,169
Nizhniy Berezov,Ukraine,169
Migalki,Ukraine,168
Maryevka,Ukraine,168
Lesovoe,Ukraine,168
Obukhovichi,Ukraine,168
Satanovka,Ukraine,168
Simer,Ukraine,168
Toki,Ukraine,168
Lyubomirka,Ukraine,168
Rashevka,Ukraine,168
Timoshovka,Ukraine,168
Prudy,Ukraine,168
Yarinovka,Ukraine,168
Naguevichi,Ukraine,168
Zhuravlevka,Ukraine,167
Toboli,Ukraine,167
Yavorovka,Ukraine,167
Plodorodnoe,Ukraine,167
Chabanovka,Ukraine,167
Voevodskoe,Ukraine,167
Kononovka,Ukraine,167
Nakonechnoe Pervoe,Ukraine,167
Novoe Zaporozhye,Ukraine,167
Turinka,Ukraine,167
Trilesy,Ukraine,167
Mozhnyakovka,Ukraine,167
Chapaevka,Ukraine,167
Losyach,Ukraine,167
Norinsk,Ukraine,166
Maly Mayak,Ukraine,166
Roznichi,Ukraine,166
Golovnitsa,Ukraine,166
Gladkovka,Ukraine,166
Zyatkovtsy,Ukraine,166
Zhidichin,Ukraine,166
Goychye,Ukraine,166
Chepa,Ukraine,166
Naraevka,Ukraine,166
Svyatilovka,Ukraine,166
Litovezh,Ukraine,166
Skadovka,Ukraine,166
Olyanitsa,Ukraine,166
Tulukov,Ukraine,166
Kirovo,Ukraine,165
Zvenyachin,Ukraine,165
Solgutovo,Ukraine,165
Legedzinoe,Ukraine,165
Agronomia,Ukraine,165
Chernyavka,Ukraine,165
Stavrovo,Ukraine,164
Khlevchany,Ukraine,164
Nastasov,Ukraine,164
Potochische,Ukraine,164
Svyatopetrovskoe / Petrovskoe,Ukraine,164
Novozhivotov,Ukraine,164
Osova,Ukraine,164
Znamenka / Chervonoznamenka,Ukraine,164
Vidrichka,Ukraine,164
Lolin,Ukraine,164
Ternovatoe,Ukraine,164
Kushugum,Ukraine,164
Yasenovo Vtoroe,Ukraine,164
Petrashovka,Ukraine,164
Stary Skalat,Ukraine,164
Loza,Ukraine,164
Nizhniy Verbizh,Ukraine,164
Stavy,Ukraine,164
Gorka Polonka,Ukraine,164
Gurovka,Ukraine,163
Porokhova,Ukraine,163
Zhvanets,Ukraine,163
Mostiska Vtorye,Ukraine,163
Galchin,Ukraine,163
Khoteshev,Ukraine,163
Lische,Ukraine,163
Borodino,Ukraine,162
Mizovo,Ukraine,162
Mlynok,Ukraine,162
Vishnyaki,Ukraine,162
Sabatinovka,Ukraine,162
Kachkarovka,Ukraine,162
Lipetskoe,Ukraine,162
Fenevichi,Ukraine,162
Novolabun,Ukraine,162
Tepenitsa,Ukraine,162
Gradisk,Ukraine,162
Ishun,Ukraine,162
Kupichov,Ukraine,161
Dibrovsk,Ukraine,161
Zhuravichi,Ukraine,161
Voroshilovka,Ukraine,161
Zarudintsy,Ukraine,161
Guzeev,Ukraine,161
Verguny,Ukraine,161
Sapanov,Ukraine,161
Berlogi,Ukraine,161
Zubkovichi,Ukraine,161
Savarka,Ukraine,161
Burty,Ukraine,161
Zhukotin,Ukraine,161
Kosovka,Ukraine,161
Podlesnoe,Ukraine,160
Verben,Ukraine,160
Nizhnee,Ukraine,160
Gandraburi,Ukraine,160
Divizia,Ukraine,160
Novoselskoe,Ukraine,160
Vysokaya Pech,Ukraine,160
Broskaya,Ukraine,160
Shpitki,Ukraine,160
Lgovskoe,Ukraine,160
Busha,Ukraine,159
Krasny Partizan,Ukraine,159
Lepetikha,Ukraine,159
Donetsk-Severny stantsia,Ukraine,159
Shayan,Ukraine,159
Zadarov,Ukraine,159
Stenyatin,Ukraine,159
Nerubayskoe,Ukraine,159
Sudchye,Ukraine,159
Krasnoznamenka,Ukraine,159
Zhuravnoe,Ukraine,159
Voykovo,Ukraine,159
Ploskaya,Ukraine,158
Vladislavka,Ukraine,158
Shepetin,Ukraine,158
Furmanovka,Ukraine,158
Zarig,Ukraine,158
Krivin,Ukraine,158
Gaspra,Ukraine,158
Khustets,Ukraine,158
Lyucha,Ukraine,158
Boberka,Ukraine,158
Malaya Pavlovka,Ukraine,158
Nizhnov,Ukraine,158
Ostki,Ukraine,157
Buzaki,Ukraine,157
Klubovtsy,Ukraine,157
Kisorichi,Ukraine,157
Radivonovka,Ukraine,157
Bubnovskaya Slobodka,Ukraine,157
Korolovka,Ukraine,157
Bondarovka,Ukraine,157
Magala,Ukraine,157
Nizhnyaya Krinka,Ukraine,157
Marshintsy,Ukraine,157
Milyach,Ukraine,157
Luki,Ukraine,157
Dikhtinets,Ukraine,157
Zamulintsy,Ukraine,157
Kalchik,Ukraine,157
Yamnoe,Ukraine,157
Sukhoverkhov,Ukraine,157
Drotintsy,Ukraine,156
Kopische,Ukraine,156
Palanka,Ukraine,156
Ozertsy,Ukraine,156
Podluby,Ukraine,156
Prokhod,Ukraine,156
Beskovichi,Ukraine,156
Bobly,Ukraine,156
Trukhanov,Ukraine,156
Novoorekhovka,Ukraine,156
Mshana,Ukraine,156
Pliski,Ukraine,156
Glinitsy,Ukraine,156
Vilcha,Ukraine,156
Khmelnitskoe,Ukraine,156
Velikie Zagaytsy,Ukraine,155
Kulchitsy,Ukraine,155
Iverskoe,Ukraine,155
Lisogorka,Ukraine,155
Repuzhintsy,Ukraine,155
Bely Kamen,Ukraine,155
Samotoevka,Ukraine,155
Podmikhaylye,Ukraine,155
Aromatnoe,Ukraine,155
Olesk,Ukraine,154
Balakhovka,Ukraine,154
Geronimovka,Ukraine,154
Volya-Kovelskaya,Ukraine,154
Solonka,Ukraine,154
Demki,Ukraine,154
Lukanovka,Ukraine,153
Kachkovka,Ukraine,153
Mirovka,Ukraine,153
Novaya Greblya,Ukraine,153
Chemerpol,Ukraine,153
Zhovkini,Ukraine,153
Malorechenskoe,Ukraine,153
Novaya Ivanovka,Ukraine,153
Zhuravlikha,Ukraine,153
Greblya,Ukraine,153
Zadunaevka,Ukraine,152
Zhelannoe,Ukraine,152
Tynovka,Ukraine,152
Konstantinopol,Ukraine,152
Verbovtsy,Ukraine,152
Shelestovo,Ukraine,152
Staraya Zburyevka,Ukraine,152
Kuzmina Greblya,Ukraine,152
Postolovka,Ukraine,152
Makarevo,Ukraine,152
Tarakanov,Ukraine,152
Vishnya,Ukraine,151
Kolodyazhnoe,Ukraine,151
Belsk,Ukraine,151
Verkhnyaya Samara,Ukraine,151
Pechikhvosty,Ukraine,151
Chernitsa,Ukraine,151
Dolinka,Ukraine,151
Redkovtsy,Ukraine,151
Rybachye,Ukraine,151
Pikov,Ukraine,151
Velikaya Kireevka,Ukraine,151
Chernikhovtsy,Ukraine,151
Lyaschovka,Ukraine,150
Khorov,Ukraine,150
Brovki Pervye,Ukraine,150
Demyanovka,Ukraine,150
Demovka,Ukraine,150
Velikaya Buromka,Ukraine,150
Progress,Ukraine,150
Chabany,Ukraine,150
Roxolany,Ukraine,150
Pokotilovka,Ukraine,150
Tavolzhanka,Ukraine,150
Mikhaylovka-Rubezhovka,Ukraine,150
Stankov,Ukraine,150
Pobuzhani,Ukraine,150
Faraonovka,Ukraine,149
Kupka,Ukraine,149
Vesnyanoe,Ukraine,149
Petropavlovskaya Borschagovka,Ukraine,149
Pesochnaya,Ukraine,149
Yarovaya,Ukraine,149
Yarovoe,Ukraine,149
Drukhov,Ukraine,149
Zybkovo,Ukraine,149
Pribuzhany,Ukraine,149
Drachintsy,Ukraine,149
Zazimya,Ukraine,149
Shapovalovka,Ukraine,149
Khalturino,Ukraine,149
Gvozdovtsy,Ukraine,149
Naraev,Ukraine,149
Yasenovka,Ukraine,149
Manchenki,Ukraine,149
Velikie Mezhirichi,Ukraine,149
Borisov,Ukraine,149
Berezina,Ukraine,149
Chernozemnoe,Ukraine,149
Gryady,Ukraine,149
Velikiy Zholudsk,Ukraine,149
Lozno-Alexandrovka,Ukraine,148
Kobylovoloki,Ukraine,148
Yaroshevka,Ukraine,148
Veseloe selo,Ukraine,148
Musievka,Ukraine,148
Zhirova,Ukraine,148
Ladychin,Ukraine,148
Egorovka,Ukraine,148
Sinyukhin Brod,Ukraine,148
Sokolniki,Ukraine,148
Peresechnaya,Ukraine,148
Voloshinovka,Ukraine,148
Nadiev,Ukraine,148
Volchinets,Ukraine,147
Manzhelia,Ukraine,147
Pechera,Ukraine,147
Metanovka,Ukraine,147
Banya-Berezov,Ukraine,147
Litki,Ukraine,147
Lyubikovichi,Ukraine,147
Troitsko-Khartsizsk,Ukraine,147
Suprunovka,Ukraine,147
Sirovo,Ukraine,147
Lyutinsk,Ukraine,147
Tsvetochnoe,Ukraine,147
Soshnikov,Ukraine,147
Chabarovka,Ukraine,147
Skomoroshki,Ukraine,147
Volchanskie Khutora,Ukraine,146
Rososh,Ukraine,146
Knyazhaya,Ukraine,146
Mezhisit,Ukraine,146
Voegoscha,Ukraine,146
Ketrisanovka,Ukraine,146
Goriglyadi,Ukraine,146
Vazhny Berezov,Ukraine,146
Inzovka,Ukraine,146
Studinka,Ukraine,146
Teslugov,Ukraine,146
Sinki,Ukraine,146
Gatnoe,Ukraine,146
Khoroshee,Ukraine,146
Beregi,Ukraine,146
Novaya Sloboda,Ukraine,146
Medvedovka,Ukraine,146
Mishurin Rog,Ukraine,145
Bolgan,Ukraine,145
Shabalinov,Ukraine,145
Troscha,Ukraine,145
Novo-Poltava,Ukraine,145
Veselaya Dolina,Ukraine,145
Studyanka,Ukraine,145
Bulakhovka,Ukraine,145
Potoritsa,Ukraine,145
Evgenevka,Ukraine,145
Kharpachka,Ukraine,145
Velikie Dedushichi,Ukraine,145
Zubrets,Ukraine,145
Kozarovichi,Ukraine,145
Tavricheskoe / Kirovo,Ukraine,145
Bobritsa,Ukraine,145
Babaykovka,Ukraine,145
Kostrino,Ukraine,145
Gorokhovskoe,Ukraine,145
Pomoshnaya selo,Ukraine,145
Konskie Razdory,Ukraine,145
Chernoliztsy,Ukraine,145
Tustan,Ukraine,145
Staraya Chertoria,Ukraine,144
Pominik / Viktorovka,Ukraine,144
Shibalin,Ukraine,144
Novy Vitkov,Ukraine,144
Kupchintsy,Ukraine,144
Mutin,Ukraine,144
Chutovka,Ukraine,144
Shpanov,Ukraine,144
Rodatichi,Ukraine,144
Galichany,Ukraine,143
Novoe Davydkovo,Ukraine,143
Velikiy Mytnik,Ukraine,143
Pustovoytovo,Ukraine,143
Tishitsa,Ukraine,143
Mukhovtsy,Ukraine,143
Krasyatichi,Ukraine,143
Baraboy,Ukraine,143
Druzhelyubovka,Ukraine,143
Dobryany,Ukraine,143
Volodarsk,Ukraine,143
Vitkovichi,Ukraine,142
Morochnoe,Ukraine,142
Dvortsy,Ukraine,142
Loknitsa,Ukraine,142
Melekino,Ukraine,142
Zhovtnevoe,Ukraine,142
Milyatin,Ukraine,142
Radinka,Ukraine,142
Knyazhaya Krinitsa,Ukraine,142
Chernyatka,Ukraine,142
Serebryanka,Ukraine,142
Malyutyanka,Ukraine,142
Batalnoe,Ukraine,142
Zabrody,Ukraine,142
Boyanets,Ukraine,142
Golma,Ukraine,141
Dorosini,Ukraine,141
Vrubovka,Ukraine,141
Andriashevka,Ukraine,141
Gorki,Ukraine,141
Nakonechnoe Vtoroe,Ukraine,141
Spaskoe,Ukraine,141
Oleevo-Korolovka,Ukraine,141
Kudashevka,Ukraine,141
Sinyak,Ukraine,141
Sumovka,Ukraine,141
Kuzmintsy,Ukraine,141
Herzliya,Ukraine,141
Nizhnee Bolotnoe,Ukraine,140
Kochubeevka,Ukraine,140
Panchevo,Ukraine,140
Tuligolovoe,Ukraine,140
Valeryanovka,Ukraine,140
Verkhovka,Ukraine,140
Adampol,Ukraine,140
Korolivka,Ukraine,139
Chernoguzy,Ukraine,139
Sredniy Berezov,Ukraine,139
Revnoe,Ukraine,139
Lekhnovka,Ukraine,139
Kazavchin,Ukraine,139
Doroginka,Ukraine,139
Velikaya Pavlovka,Ukraine,139
Troyanovka,Ukraine,139
Malonikolaevka,Ukraine,139
Zvenigorod,Ukraine,139
Romeyki,Ukraine,139
Nosachov,Ukraine,139
Glebov,Ukraine,139
Dmitrushki,Ukraine,138
Teofipolka,Ukraine,138
Rogachev,Ukraine,138
Volkovy,Ukraine,138
Buyany,Ukraine,138
Panovtsy,Ukraine,138
Krugloozerka,Ukraine,138
Posad-Pokrovskoe,Ukraine,138
Stankovaya,Ukraine,138
Verkhniy Tokmak,Ukraine,138
Knyaginino,Ukraine,138
Sitnoe,Ukraine,137
Yablonevoe,Ukraine,137
Golyatin,Ukraine,137
Viytovka,Ukraine,137
Goraymovka,Ukraine,137
Lesnoe,Ukraine,137
Cheponosy,Ukraine,137
Udich,Ukraine,137
Suskovo,Ukraine,137
Rybotin,Ukraine,137
Mikhayliki,Ukraine,137
Zakharovka,Ukraine,137
Udritsk,Ukraine,137
Belashov,Ukraine,137
Chotirboki,Ukraine,137
Lavochnoe,Ukraine,137
Labushnoe,Ukraine,136
Zhuravniki,Ukraine,136
Nedra,Ukraine,136
Kaleniki,Ukraine,136
Drobishevo,Ukraine,136
Kukovichi,Ukraine,136
Dusino,Ukraine,136
Kuznetsovka,Ukraine,136
Zalavya,Ukraine,136
Shklin,Ukraine,136
Velikaya Kostromka,Ukraine,135
Pirogi,Ukraine,135
Stary Ugrinov,Ukraine,135
Kalnibolota,Ukraine,135
Nizhniy Bistry,Ukraine,135
Brigadirovka,Ukraine,135
Bortyatin,Ukraine,135
Bodakva,Ukraine,135
Konoplyanoe,Ukraine,135
Kischentsy,Ukraine,135
Skelovka,Ukraine,135
Malaya Petrikovka / Chervonopartizanskoe,Ukraine,135
Mavkovichi,Ukraine,135
Balyasnoe,Ukraine,135
Kodaki,Ukraine,134
Vcherayshe,Ukraine,134
Chernizh,Ukraine,134
Lesnaya Slobodka,Ukraine,134
Tsvetokha,Ukraine,134
Buchachki,Ukraine,134
Postupel,Ukraine,134
Stary Vishnevets,Ukraine,134
Grabovo,Ukraine,134
Tseptsevichi,Ukraine,134
Vypasnoe,Ukraine,134
Butiny,Ukraine,134
Nauchny,Ukraine,134
Smoligov,Ukraine,134
Chervenevo,Ukraine,134
Tsibulovka,Ukraine,133
Atmanay,Ukraine,133
Smolin,Ukraine,133
Loboykovka,Ukraine,133
Lebyazhye,Ukraine,133
Usovka,Ukraine,133
Podliman,Ukraine,133
Kazachi Lagerya,Ukraine,133
Nizhnie Stanovtsy,Ukraine,133
Voronoe,Ukraine,133
Svetlodolinskoe,Ukraine,133
Khodorkov,Ukraine,133
Podgorodtsy,Ukraine,133
Muzychi,Ukraine,133
Chistenkoe,Ukraine,133
Zagvozdye,Ukraine,133
Novoshin,Ukraine,133
Russkaya Mokra,Ukraine,132
Strelbichi,Ukraine,132
Kholonevichi,Ukraine,132
Nekhvorosch,Ukraine,132
Nekhayki,Ukraine,132
Priozernoe,Ukraine,132
Konyatin,Ukraine,132
Donetsky,Ukraine,132
Grushovka,Ukraine,132
Khmel,Ukraine,132
Silnoe,Ukraine,132
Mechta,Ukraine,132
Belskaya Volya,Ukraine,132
Kustovtsy,Ukraine,132
Borovichi,Ukraine,132
Kurilovka,Ukraine,132
Krilov,Ukraine,132
Zadvorya,Ukraine,132
Movchanovka,Ukraine,132
Kormovoe,Ukraine,132
Derezhichi,Ukraine,132
Sivka-Kaluskaya,Ukraine,132
Chernomin,Ukraine,131
Kolodeevka,Ukraine,131
Shumbar,Ukraine,131
Ostapovka,Ukraine,131
Novopetrikovka,Ukraine,131
Dunaev,Ukraine,131
Charukov,Ukraine,131
Vorobeevka,Ukraine,131
Shilovtsy,Ukraine,131
Dalekoe,Ukraine,131
Kerstentsy,Ukraine,131
Zolotolin,Ukraine,131
Varvarintsy,Ukraine,130
Velikiy Zhvanchik,Ukraine,130
Mlynovtsy,Ukraine,130
Trikraty,Ukraine,130
Belokrinitsa,Ukraine,130
Golitsa,Ukraine,130
Schedrogor,Ukraine,130
Karnaukhovka,Ukraine,130
Martonosha,Ukraine,130
Mardarovka,Ukraine,130
Azov,Ukraine,130
Zhobrin,Ukraine,130
Chernovka,Ukraine,130
Sabadash,Ukraine,130
Piratin,Ukraine,130
Prislip,Ukraine,130
Kalinovskoe / Kalininskoe,Ukraine,130
Balabino,Ukraine,130
Novodneprovka,Ukraine,130
Novaya Nekrasovka,Ukraine,130
Ratnov,Ukraine,130
Kolona,Ukraine,130
Paripsi,Ukraine,130
Shpikolosi,Ukraine,130
Melnitsa,Ukraine,130
Olkhovoe,Ukraine,129
Sednev,Ukraine,129
Irzhavets,Ukraine,129
Buscha,Ukraine,129
Strashevichi,Ukraine,129
Sokologornoe,Ukraine,129
Knyaze-Grigorovka,Ukraine,129
Tershov,Ukraine,129
Kordishovka,Ukraine,129
Tutovichi,Ukraine,129
Mirovoe,Ukraine,129
Goroshinoe,Ukraine,129
Liptsy,Ukraine,129
Dobrivlyany,Ukraine,129
Marmuzovichi / Andreevka,Ukraine,129
Lavrov,Ukraine,129
Kurazhin,Ukraine,129
Kustin,Ukraine,129
Schitin,Ukraine,128
Bodaki,Ukraine,128
Vichevka,Ukraine,128
Dolgoshy,Ukraine,128
Chernye Oslavy,Ukraine,128
Tukholka,Ukraine,128
Telmanovo 1,Ukraine,128
Tsmini,Ukraine,128
Sergeevka / Krasnoznamenka,Ukraine,128
Netreba,Ukraine,128
Godomichi,Ukraine,128
Tsenov,Ukraine,128
Yareshki,Ukraine,128
Tyaginka,Ukraine,128
Kurskoe,Ukraine,128
Krinichnaya,Ukraine,128
Velikiy Govilov,Ukraine,128
Khreschatik,Ukraine,128
Snezhkov,Ukraine,128
Timchenki,Ukraine,128
Golovetskoe,Ukraine,128
Kolodenka,Ukraine,128
Sakhnovtsy,Ukraine,128
Doroshovtsy,Ukraine,128
Sugaki,Ukraine,128
Moshorino,Ukraine,127
Ivnitsa,Ukraine,127
Tilyavka,Ukraine,127
Ivakhny,Ukraine,127
Staroverovka,Ukraine,127
Negrovo,Ukraine,127
Lyuta,Ukraine,127
Korotich,Ukraine,127
Laskovtsy,Ukraine,127
Kurisovo / Petrovka,Ukraine,127
Pavlovichi,Ukraine,127
Zhulin,Ukraine,127
Pristromy,Ukraine,127
Yaryshev,Ukraine,127
Dovzhik,Ukraine,126
Kolontaev,Ukraine,126
Yubileynoe,Ukraine,126
Stavkovo,Ukraine,126
Novy Lyubar,Ukraine,126
Skotarskoe,Ukraine,126
Baybuzy,Ukraine,126
Svetanok,Ukraine,126
Chervonaya Polyana,Ukraine,126
Popelnastoe,Ukraine,126
Rybnoe,Ukraine,126
Studenniki / Zhovtnevoe,Ukraine,126
Novaya Dacha,Ukraine,126
Fastovets,Ukraine,126
Novaya Alexandrovka,Ukraine,126
Mechislavka,Ukraine,126
Druzhnya,Ukraine,126
Cherneschina,Ukraine,126
Velikie Dederkali,Ukraine,126
Orov,Ukraine,126
Zhernische,Ukraine,126
Kuropatniki,Ukraine,126
Sosonka,Ukraine,125
Vasyutintsy,Ukraine,125
Oleshnya,Ukraine,125
Zhaden,Ukraine,125
Vakhnovka,Ukraine,125
Krasnostav,Ukraine,125
Kremnoe,Ukraine,125
Golubinoe,Ukraine,125
Zhitniki,Ukraine,125
Pozharki,Ukraine,125
Kabarovtsy,Ukraine,125
Zelenkov,Ukraine,125
Koreiz,Ukraine,125
Buzova,Ukraine,125
Novoselische,Ukraine,125
Oglyadov,Ukraine,125
Shalanki,Ukraine,125
Bachkurino,Ukraine,125
Troyanov,Ukraine,125
Buchmany,Ukraine,124
Buchali,Ukraine,124
Tyushka,Ukraine,124
Beloberezka,Ukraine,124
Samoluskovtsy,Ukraine,124
Panasovka,Ukraine,124
Bovsuny,Ukraine,124
Beletskovka,Ukraine,124
Borovtsy,Ukraine,124
Levkovichi / Volodarka,Ukraine,124
Burtin,Ukraine,124
Luka-Meleshkovskaya,Ukraine,124
Shirovtsy,Ukraine,124
Sheparovtsy,Ukraine,124
Voytovtsy,Ukraine,124
Velikaya Viska,Ukraine,123
Datin,Ukraine,123
Marchikhina Buda,Ukraine,123
Vishevichi,Ukraine,123
Burdyakovtsy,Ukraine,123
Komarovtsy,Ukraine,123
Starye Troyany,Ukraine,123
Stenka,Ukraine,123
Radyanskoe,Ukraine,123
Nirkov,Ukraine,123
Spasov,Ukraine,123
Velikiy Kuchurov,Ukraine,123
Pashkovka,Ukraine,123
Podobnaya,Ukraine,123
Daryevka,Ukraine,123
Kovray,Ukraine,123
Samsonovka,Ukraine,123
Denishi,Ukraine,123
Demnya,Ukraine,123
Lobachovka,Ukraine,123
Dolgopolye,Ukraine,122
Perevozets,Ukraine,122
Staraya Sol,Ukraine,122
Dalnik,Ukraine,122
Pochuyki,Ukraine,122
Noskovtsy,Ukraine,122
Gannovka,Ukraine,122
Khazhin,Ukraine,122
Lozki,Ukraine,122
Pilipets,Ukraine,122
Sosnina,Ukraine,122
Pidbereztsy,Ukraine,122
Nizhnie Petrovtsy,Ukraine,122
Khomyakovka,Ukraine,122
Nemirintsy,Ukraine,122
Rostov-on-Don,Ukraine,122
Gorschik,Ukraine,122
Esman / Chervonoe,Ukraine,122
Modrichi,Ukraine,122
Plavni,Ukraine,121
Potashnya,Ukraine,121
Kotov,Ukraine,121
Reya,Ukraine,121
Perekrestovo,Ukraine,121
Zidki,Ukraine,121
Novoigorevka / Dimitrovo,Ukraine,121
Rakhinya,Ukraine,121
Gorobeevka,Ukraine,121
Kopachintsy,Ukraine,121
Zernovoe,Ukraine,121
Oslamov,Ukraine,121
Stolbovoe,Ukraine,121
Pogrebische Pervoe,Ukraine,121
Yuskovtsy,Ukraine,120
Kapitanka,Ukraine,120
Kumachovo,Ukraine,120
Dzyunkov,Ukraine,120
Golodki,Ukraine,120
Kolodribka,Ukraine,120
Soymi,Ukraine,120
Kamburlievka,Ukraine,120
Strigantsy,Ukraine,120
Tomashgorod selo,Ukraine,120
Ivakhnovtsy,Ukraine,120
Karov,Ukraine,120
Saranchuki,Ukraine,120
Zolotonoshka,Ukraine,120
Topolinoe,Ukraine,120
Telepino,Ukraine,120
Golovin,Ukraine,120
Troyany,Ukraine,120
Stary Gvozdets,Ukraine,120
Kharkovka,Ukraine,120
Nadezhda,Ukraine,120
Babukhov,Ukraine,120
Lesnaya Tarnovitsa,Ukraine,120
Chaykovichi,Ukraine,119
Novosamarka,Ukraine,119
Romashki,Ukraine,119
Nenkovichi,Ukraine,119
Bubnov,Ukraine,119
Izyumskoe,Ukraine,119
Tereblechye,Ukraine,119
Kuchinovka,Ukraine,119
Malaya Olshanka,Ukraine,119
Khrestitelevo,Ukraine,119
Kalchevaya,Ukraine,119
Vladovka,Ukraine,119
Konischev,Ukraine,119
Vitachov,Ukraine,119
Krichka,Ukraine,119
Derenkovets,Ukraine,119
Rizino,Ukraine,119
Glibovka,Ukraine,119
Tomashovtsy,Ukraine,119
Burilovo,Ukraine,118
Degtyari,Ukraine,118
Rakovo,Ukraine,118
Zalesi,Ukraine,118
Suschany,Ukraine,118
Karbovka,Ukraine,118
Berestyanoe,Ukraine,118
